run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(14.155262061595284))","([2, 3, 13, 15], np.float64(8.193383323523577))","([3, 15], np.float64(50.78876307688255))"
2,"([10, 22, 30, 39], np.float64(23.234778254551333))","([10, 22, 30, 39], np.float64(0.04656345908709626))","([10, 22, 30, 39], np.float64(3.0772210330669743))"
3,"([0, 4, 5, 27], np.float64(12.85831895079448))","([0, 4, 5, 27], np.float64(0.0233715383093513))","([0, 4, 5, 27], np.float64(0.04022120452879074))"
4,"([14, 34, 38, 49], np.float64(20.60663970533565))","([14, 34, 38, 49], np.float64(0.024915302491645155))","([14, 34, 38, 49], np.float64(32.915796955447505))"
5,"([2, 11, 15, 36], np.float64(23.06026300733002))","([2, 11, 15, 36], np.float64(0.029828128647534258))","([2, 11, 15, 36], np.float64(0.055149300004386656))"
6,"([5, 17, 41, 44], np.float64(13.639636484058444))","([5, 17, 41, 44], np.float64(13.714568301234625))","([5, 17, 41, 44], np.float64(1.079232622048732))"
7,"([13, 17, 29, 45], np.float64(26.085796140140285))","([13, 17, 29, 45], np.float64(0.02490643343342671))","([13, 17, 29, 45], np.float64(13.095017184424483))"
8,"([10, 19, 37, 48], np.float64(0.03312216458767381))","([10, 19, 37, 48], np.float64(0.02904758167882629))","([10, 19, 37, 48], np.float64(0.05581340279373005))"
9,"([11, 36, 38, 44], np.float64(15.53585491370002))","([11, 36, 38, 44], np.float64(16.436617724119753))","([11, 36, 38, 44], np.float64(0.04495756364880461))"
10,"([27, 29, 41, 42], np.float64(22.58817450429497))","([27, 29, 41, 42], np.float64(0.021828037604516296))","([27, 29, 41, 42], np.float64(0.04193956878456043))"
11,"([19, 31, 46, 49], np.float64(13.158107432008546))","([19, 31, 46, 49], np.float64(9.70921195208672))","([31, 49], np.float64(45.67989056020637))"
12,"([7, 15, 38, 43], np.float64(14.891870674857143))","([7, 15, 38, 43], np.float64(0.04906294714724451))","([7, 15, 38, 43], np.float64(13.611103807943351))"
13,"([8, 10, 31, 41], np.float64(14.174826775261911))","([8, 10, 31, 41], np.float64(0.022120085134169302))","([8, 10, 31, 41], np.float64(37.67154375370509))"
14,"([16, 21, 40, 42], np.float64(22.298861307304897))","([16, 21, 40, 42], np.float64(0.45089521216535955))","([16, 21, 40, 42], np.float64(22.477842434563286))"
15,"([11, 19, 21, 41], np.float64(0.1477904358012683))","([11, 19, 21, 41], np.float64(20.97867031425905))","([11, 21], np.float64(44.37167114643913))"
16,"([4, 9, 19, 40], np.float64(22.698678324685375))","([4, 9, 19, 40], np.float64(0.026163632353836196))","([4, 9, 19, 40], np.float64(3.6140399280009277))"
17,"([8, 18, 26, 27], np.float64(0.023912952808103842))","([8, 18, 26, 27], np.float64(0.07596682348400435))","([8, 27], np.float64(48.414643617051986))"
18,"([6, 31, 39, 48], np.float64(16.53564181153947))","([6, 31, 39, 48], np.float64(0.9178531047479248))","([6, 31, 39, 48], np.float64(9.912985351123758))"
19,"([0, 2, 19, 32], np.float64(22.564137510619467))","([0, 2, 19, 32], np.float64(0.02602361656973099))","([0, 2, 19, 32], np.float64(17.844342400793888))"
20,"([4, 7, 15, 28], np.float64(23.702639672504873))","([4, 7, 15, 28], np.float64(1.8927648149355425))","([7, 15], np.float64(43.25244983998446))"
21,"([13, 15, 30, 41], np.float64(20.051923739980367))","([13, 15, 30, 41], np.float64(0.03284202941282621))","([15, 30], np.float64(46.52620125302145))"
22,"([4, 6, 11, 46], np.float64(22.22671469376149))","([4, 6, 11, 46], np.float64(0.02294746188370005))","([4, 6, 11, 46], np.float64(7.319879891292419))"
23,"([0, 6, 31, 42], np.float64(20.90094736073935))","([0, 6, 31, 42], np.float64(4.766125189060127))","([0, 6, 31, 42], np.float64(1.5952117334332858))"
24,"([1, 8, 14, 37], np.float64(22.315232900350093))","([8, 37], np.float64(42.81569114701051))","([1, 8, 14, 37], np.float64(0.051590968107040114))"
25,"([2, 13, 20, 26], np.float64(23.17725559426585))","([2, 13, 20, 26], np.float64(21.43546634790862))","([2, 13, 20, 26], np.float64(0.052362550740771986))"
26,"([25, 38, 47, 48], np.float64(22.33310934180299))","([25, 38, 47, 48], np.float64(0.06957044556630297))","([25, 38, 47, 48], np.float64(0.021994756721941486))"
27,"([6, 9, 19, 44], np.float64(22.819838618243868))","([6, 9, 19, 44], np.float64(5.197940870802973))","([6, 9, 19, 44], np.float64(7.4307606407653894))"
28,"([19, 35, 38, 44], np.float64(0.043600869965910914))","([19, 35, 38, 44], np.float64(1.9320073059633327))","([19, 35, 38, 44], np.float64(0.6349696759745348))"
