run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.905346538935937))","([2, 3, 13, 15], np.float64(18.901020285124098))","([], np.float64(60.26203140805097))"
2,"([10, 22, 30, 39], np.float64(22.9613182350157))","([10, 22, 30, 39], np.float64(40.03909443252753))","([], np.float64(64.27045262420725))"
3,"([0, 4, 5, 27], np.float64(21.855481226896597))","([0, 4, 5, 27], np.float64(10.140844892200723))","([], np.float64(54.41311148396061))"
4,"([14, 34, 38, 49], np.float64(22.31431214827924))","([], np.float64(53.99363001185666))","([], np.float64(53.99151246218081))"
5,"([2, 11, 15, 36], np.float64(23.232311215872265))","([2, 11, 15, 36], np.float64(16.09312167576643))","([2, 11, 15, 36], np.float64(4.759057362879863))"
6,"([5, 17, 41, 44], np.float64(21.15658320510219))","([5, 17, 41, 44], np.float64(16.329955728750782))","([41], np.float64(54.225963359035276))"
7,"([13, 17, 29, 45], np.float64(27.195252593783334))","([13, 17, 29, 45], np.float64(0.06419945799626527))","([13, 17, 29, 45], np.float64(16.11618181590797))"
8,"([10, 19, 37, 48], np.float64(22.56084088703741))","([10, 19, 37, 48], np.float64(9.207500155743412))","([48], np.float64(58.63861099494546))"
9,"([11, 36, 38, 44], np.float64(23.537574660199272))","([11, 36, 38, 44], np.float64(0.31906366147717274))","([38, 44], np.float64(44.76240907458852))"
10,"([27, 29, 41, 42], np.float64(22.48551195430651))","([27, 29, 41, 42], np.float64(13.908607775262706))","([27, 29, 41, 42], np.float64(15.337003468445149))"
11,"([19, 31, 46, 49], np.float64(40.11522934701541))","([19, 31, 46, 49], np.float64(10.440854179263512))","([49], np.float64(51.13163738474968))"
12,"([7, 15, 38, 43], np.float64(25.72024837504721))","([7, 15, 38, 43], np.float64(13.7501855184638))","([], np.float64(59.48923521873704))"
13,"([8, 10, 31, 41], np.float64(21.783448465350226))","([8, 10, 31, 41], np.float64(16.76813726729815))","([10], np.float64(55.988875444823655))"
14,"([16, 21, 40, 42], np.float64(13.889139852774843))","([16, 21, 40, 42], np.float64(17.4124435723972))","([], np.float64(59.73983306696176))"
15,"([11, 19, 21, 41], np.float64(21.85088423038456))","([11, 19, 21, 41], np.float64(0.05192186500937344))","([], np.float64(59.26187289585749))"
16,"([4, 9, 19, 40], np.float64(22.63536130345587))","([4, 9, 19, 40], np.float64(0.15952481465347593))","([], np.float64(54.620869251185866))"
17,"([8, 18, 26, 27], np.float64(25.275326419376135))","([8, 18, 26, 27], np.float64(20.733147269712852))","([], np.float64(67.62018825356151))"
18,"([6, 31, 39, 48], np.float64(23.973425480634557))","([6, 31, 39, 48], np.float64(13.111437139975394))","([6, 31, 48], np.float64(42.55535672554554))"
19,"([0, 2, 19, 32], np.float64(22.350313105005142))","([0, 2, 19, 32], np.float64(5.0166402417473295))","([0, 2, 19, 32], np.float64(0.08702127193705642))"
20,"([4, 7, 15, 28], np.float64(23.730315939232952))","([4, 7, 15, 28], np.float64(10.292521601536746))","([4, 7, 15, 28], np.float64(16.992266333456033))"
21,"([13, 15, 30, 41], np.float64(20.03671441304765))","([13, 15, 30, 41], np.float64(32.10801201026359))","([], np.float64(53.103079723213824))"
22,"([4, 6, 11, 46], np.float64(22.47310165552698))","([4, 6, 11, 46], np.float64(1.1278282438949254))","([], np.float64(54.497859378511286))"
23,"([0, 6, 31, 42], np.float64(21.22636270565675))","([0, 6, 31, 42], np.float64(16.6999520362861))","([0, 31], np.float64(42.15702697670341))"
24,"([1, 8, 14, 37], np.float64(22.370967265515958))","([1, 8, 14, 37], np.float64(14.252182641738603))","([], np.float64(57.95160189658116))"
25,"([2, 13, 20, 26], np.float64(23.195222032509175))","([2, 13, 20, 26], np.float64(0.07511549981104278))","([2, 13, 20, 26], np.float64(0.09639847456819192))"
26,"([25, 38, 47, 48], np.float64(22.224110418476833))","([25, 38, 47, 48], np.float64(11.269595553415645))","([25, 38, 47, 48], np.float64(15.020892279101496))"
27,"([6, 9, 19, 44], np.float64(23.185049181704468))","([6, 9, 19, 44], np.float64(6.376799771292097))","([], np.float64(52.54566968442889))"
28,"([19, 35, 38, 44], np.float64(40.25464955530081))","([19, 35, 38, 44], np.float64(4.391090479246789))","([], np.float64(54.72394131330325))"
29,"([8, 14, 38, 41], np.float64(23.654384215205646))","([8, 14, 38, 41], np.float64(17.59614977699594))","([], np.float64(56.70833251054078))"
