run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.572940090390862))","([2, 3, 13, 15], np.float64(0.027640323405062846))","([2, 3, 13, 15], np.float64(18.323981144605145))"
2,"([10, 22, 30, 39], np.float64(15.362705518519135))","([10, 22, 30, 39], np.float64(8.866280213424478))","([10, 22, 30, 39], np.float64(0.046724506300712655))"
3,"([0, 4, 5, 27], np.float64(12.652909629893792))","([0, 4, 5, 27], np.float64(0.03914547128757289))","([0, 4, 5, 27], np.float64(0.7436520406534658))"
4,"([14, 34, 38, 49], np.float64(22.451921108714522))","([14, 34, 38, 49], np.float64(9.274135107564144))","([14, 34, 38, 49], np.float64(7.399679065693275))"
5,"([2, 11, 15, 36], np.float64(0.041173125403490926))","([2, 11, 15, 36], np.float64(7.608998687759103))","([11, 36], np.float64(48.167641062085906))"
6,"([5, 17, 41, 44], np.float64(21.01288430345173))","([5, 17, 41, 44], np.float64(0.02269882983604227))","([5, 17, 41, 44], np.float64(0.8754761493387395))"
7,"([13, 17, 29, 45], np.float64(16.935346512855723))","([13, 17, 29, 45], np.float64(0.027670343552387816))","([13, 17, 29, 45], np.float64(13.440666578818485))"
8,"([10, 19, 37, 48], np.float64(0.07386363967266632))","([10, 19, 37, 48], np.float64(13.34063719645978))","([10, 19, 37, 48], np.float64(0.5480375299622531))"
9,"([11, 36, 38, 44], np.float64(15.4956408264629))","([11, 36, 38, 44], np.float64(0.03264238927510092))","([11, 36, 38, 44], np.float64(0.053345306179101985))"
10,"([27, 29, 41, 42], np.float64(22.628193487453906))","([27, 29, 41, 42], np.float64(0.033928247993432026))","([27, 29, 41, 42], np.float64(15.599063327498593))"
11,"([19, 31, 46, 49], np.float64(0.07724909292749185))","([19, 31, 46, 49], np.float64(5.443602662301179))","([], np.float64(53.04294838587333))"
12,"([7, 15, 38, 43], np.float64(44.33262424409625))","([7, 15, 38, 43], np.float64(2.908836083996368))","([7, 15, 38, 43], np.float64(0.05714420785684363))"
13,"([8, 10, 31, 41], np.float64(21.57607800024433))","([8, 10, 31, 41], np.float64(0.019384905156915332))","([8], np.float64(54.956637989568875))"
14,"([16, 21, 40, 42], np.float64(22.274413148979637))","([16, 21, 40, 42], np.float64(16.900219007243688))","([21, 40], np.float64(52.163185603514066))"
15,"([11, 19, 21, 41], np.float64(0.04656509113332431))","([11, 19, 21, 28, 41], np.float64(0.02943405990200503))","([11, 19, 21, 41], np.float64(0.03413549368170564))"
16,"([4, 9], np.float64(47.874323447197696))","([4, 9, 19, 40], np.float64(0.024373201829985404))","([4, 9, 19, 40], np.float64(9.737428235833834))"
17,"([8, 18, 26, 27], np.float64(23.42343515754788))","([8, 18, 26, 27], np.float64(2.2271858348430524))","([8, 18, 26, 27], np.float64(0.06131390463551847))"
18,"([6, 31, 39, 48], np.float64(16.588329588914025))","([6, 31, 39, 48], np.float64(0.027169661327753315))","([39, 48], np.float64(44.2165056784988))"
19,"([0, 2, 19, 32], np.float64(13.188312474161423))","([0, 2, 19, 32], np.float64(0.2559438206298446))","([0, 2, 19, 32], np.float64(6.250090706549308))"
20,"([4, 7, 15, 28], np.float64(23.09770033311046))","([4, 7, 15, 28], np.float64(18.945866876519094))","([4, 7, 15, 28], np.float64(10.093677353626553))"
21,"([13, 15, 30, 41], np.float64(20.06586508965255))","([13, 15, 30, 41], np.float64(0.029128524189526318))","([13, 15, 30, 41], np.float64(9.187843050725487))"
22,"([4, 6, 11, 46], np.float64(14.584029871928738))","([4, 6, 11, 46], np.float64(0.014207654824121395))","([4, 6, 11, 46], np.float64(5.971552110919511))"
23,"([0, 6, 31, 42], np.float64(12.90004473183968))","([0, 6, 31, 42], np.float64(0.051189638162285105))","([0, 6, 31, 42], np.float64(0.04815050081235873))"
24,"([1, 8, 14, 37], np.float64(13.59955279757008))","([1, 8, 14, 37], np.float64(0.022939939287861654))","([1, 8, 14, 37], np.float64(0.06260388249984224))"
25,"([2, 13, 20, 26], np.float64(23.443746036337913))","([2, 13, 20, 26], np.float64(16.482705916023537))","([], np.float64(62.352709307520186))"
26,"([25, 38, 47, 48], np.float64(22.03843536634373))","([25, 38, 47, 48], np.float64(15.890644591408318))","([25, 38, 47, 48], np.float64(6.7905267484418355))"
27,"([6, 9, 19, 44], np.float64(14.465403809828523))","([6, 9, 19, 44], np.float64(10.968221061499229))","([6, 9, 19, 44], np.float64(0.10193674967878955))"
