run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.77196429615082))","([2, 3, 13, 15], np.float64(1.0326563339457437))","([2, 3, 13, 15], np.float64(12.343289882912883))"
2,"([10, 22, 30, 39], np.float64(0.06489681948766766))","([10, 22, 30, 39], np.float64(0.025351113254662598))","([10, 22, 30, 39], np.float64(39.823403111832484))"
3,"([0, 4, 5, 27], np.float64(12.660670954820484))","([0, 4, 5, 27], np.float64(0.8245193239960213))","([], np.float64(54.410640367925424))"
4,"([14, 34, 38, 49], np.float64(14.475892171228393))","([34, 38], np.float64(48.432749184971385))","([14, 34, 38, 49], np.float64(35.36092357549008))"
5,"([2, 11, 15, 36], np.float64(23.85521864501691))","([2, 11, 15, 36], np.float64(0.01580388807196035))","([2, 11, 15, 36], np.float64(21.903855189179666))"
6,"([5, 17, 41, 44], np.float64(0.03238294320484779))","([5, 17, 41, 44], np.float64(0.016163095350688533))","([5, 17, 41, 44], np.float64(10.74024687555755))"
7,"([13, 17, 29, 45], np.float64(2.082809268048791))","([13, 17, 29, 45], np.float64(17.410223128975467))","([13, 17, 29, 45], np.float64(8.47072060830839))"
8,"([10, 19, 37, 48], np.float64(13.804195686357929))","([10, 19, 37, 48], np.float64(2.515744329280424))","([10, 19, 37, 48], np.float64(0.06042716262642965))"
9,"([11, 36, 38, 44], np.float64(23.301366734624775))","([11, 36, 38, 44], np.float64(2.1176007193453423))","([11, 36, 38, 44], np.float64(8.413472280897073))"
10,"([27, 29, 41, 42], np.float64(13.59311705338314))","([27, 29, 41, 42], np.float64(0.021606697049542704))","([27, 29, 41, 42], np.float64(16.879109307471793))"
11,"([19, 31, 46, 49], np.float64(20.72469252515135))","([19, 31, 46, 49], np.float64(0.021834692147705864))","([19, 31, 46, 49], np.float64(0.03403676086604339))"
12,"([7, 15, 38, 43], np.float64(15.03725479120729))","([15, 38], np.float64(55.778085792820214))","([], np.float64(59.40521961633886))"
13,"([8, 10, 31, 41], np.float64(21.573810392452458))","([8, 10, 31, 41], np.float64(6.888348979538092))","([8, 41], np.float64(44.04531322824325))"
14,"([16, 21, 40, 42], np.float64(13.795448053204877))","([16, 21, 40, 42], np.float64(0.03269402288339704))","([16, 21, 40, 42], np.float64(6.498366919938688))"
15,"([11, 19, 21, 41], np.float64(21.32033248510898))","([11, 19, 21, 41], np.float64(16.21825263697424))","([11, 19, 21, 41], np.float64(11.91766531582026))"
16,"([4, 9, 19, 40], np.float64(22.838499054503007))","([4, 9, 19, 40], np.float64(1.1303140292521834))","([4, 9, 19, 40], np.float64(10.437810990519186))"
17,"([8, 18, 26, 27], np.float64(15.50436882155324))","([8, 18, 26, 27], np.float64(0.03223823222986722))","([8, 18, 26, 27], np.float64(17.934447843534034))"
18,"([6, 31, 39, 48], np.float64(13.959064020160064))","([6, 31, 39, 48], np.float64(40.02383306934821))","([6, 31, 39, 48], np.float64(0.04875099919801818))"
19,"([0, 2, 19, 32], np.float64(13.08759451670934))","([0, 2, 19, 32], np.float64(0.036147533028013046))","([0, 2, 19, 32], np.float64(12.107026763145557))"
20,"([4, 7, 15, 28], np.float64(23.078541529303155))","([4, 7, 15, 28], np.float64(0.023109757616573474))","([4, 7, 15, 28], np.float64(11.565908229131043))"
21,"([13, 15, 30, 41], np.float64(12.939968636661153))","([13, 15, 30, 41], np.float64(0.0152792114688483))","([], np.float64(53.112086609906314))"
22,"([4, 6, 11, 46], np.float64(13.656831005442145))","([4, 6, 11, 46], np.float64(0.020627390633999612))","([4, 6, 11, 46], np.float64(1.373625041473705))"
23,"([0, 6, 31, 42], np.float64(20.63163190370348))","([0, 6, 31, 42], np.float64(0.1393377031444927))","([0, 6, 31, 42], np.float64(0.5514884250845565))"
24,"([1, 8, 14, 37], np.float64(0.04110151399766566))","([1, 8, 14, 37], np.float64(0.025821128683999946))","([1, 8, 14, 37], np.float64(9.078283791785822))"
25,"([2, 13, 20, 26], np.float64(23.25412578956473))","([2, 13, 20, 26], np.float64(0.027375614470421188))","([2, 13, 20, 26], np.float64(40.577658847173545))"
26,"([25, 38, 47, 48], np.float64(22.04902594867209))","([25, 38, 47, 48], np.float64(0.2635364594942078))","([25, 38, 47, 48], np.float64(0.06903090735746158))"
27,"([6, 9, 19, 44], np.float64(14.234365465052463))","([6, 9, 19, 44], np.float64(18.481804058474403))","([9, 44], np.float64(45.9096465836428))"
28,"([19, 35, 38, 44], np.float64(14.930543157978217))","([19, 35, 38, 44], np.float64(0.023546749527440826))","([19, 35, 38, 44], np.float64(23.353364699212136))"
29,"([8, 14, 38, 41], np.float64(0.02129374092647787))","([8, 14, 38, 41], np.float64(0.02822825771951082))","([8, 14, 38, 41], np.float64(2.46198122450856))"
30,"([20, 21, 34, 35], np.float64(14.109753475381222))","([20, 21, 34, 35], np.float64(6.738302394107991))","([20, 21, 34, 35], np.float64(12.452351015009542))"
31,"([13, 26, 28, 37], np.float64(16.05820731575654))","([13, 26, 28, 37], np.float64(8.368273466794362))","([13, 26, 28, 37], np.float64(0.05902859294784656))"
32,"([8, 9, 26, 37], np.float64(22.950471290216402))","([8, 9, 26, 37], np.float64(0.03801639890407832))","([8, 9, 26, 37], np.float64(10.869777128332428))"
33,"([5, 23, 44, 45], np.float64(0.08510788127160288))","([5, 23, 44, 45], np.float64(11.917176548237652))","([5, 23, 44, 45], np.float64(7.459368564744031))"
34,"([2, 11, 21, 24], np.float64(20.159531299091505))","([2, 11, 21, 24], np.float64(6.997004828790517))","([2, 11, 21, 24], np.float64(5.472168570574066))"
35,"([7, 30, 47, 49], np.float64(0.0207382233957328))","([7, 30, 47, 49], np.float64(0.016099424290853634))","([7, 30, 47, 49], np.float64(0.029686271326325))"
36,"([11, 17, 35, 41], np.float64(14.041813969942883))","([11, 17, 35, 41], np.float64(0.29103920079036477))","([11, 17, 35, 41], np.float64(22.667674658395242))"
37,"([4, 15, 24, 44], np.float64(13.937034311378808))","([4, 15, 24, 44], np.float64(9.358481201471998))","([4, 15, 24, 44], np.float64(5.274111888824184))"
38,"([20, 25, 26, 28], np.float64(22.092036343066937))","([20, 25, 26, 28], np.float64(20.252962566613874))","([20, 25, 26, 28], np.float64(16.98300668002223))"
39,"([5, 21, 25, 43], np.float64(21.265734458951687))","([5, 21, 25, 43], np.float64(20.34281762313998))","([5, 21, 25, 43], np.float64(0.06172273462843849))"
40,"([29, 33, 35, 44], np.float64(20.185528876631942))","([29, 33, 35, 44], np.float64(7.650275395211835))","([29, 33, 35, 44], np.float64(0.024971956733097867))"
41,"([3, 6, 11, 14], np.float64(21.940795282198653))","([3, 6, 11, 14], np.float64(0.0275697901891886))","([3, 6, 11, 14], np.float64(0.024367030775554802))"
42,"([6, 15, 43, 49], np.float64(21.809643011971275))","([6, 15, 43, 49], np.float64(0.2616324543734112))","([6, 15, 43, 49], np.float64(0.07798155711340572))"
