run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.845383320799847))","([2, 3, 13, 15], np.float64(4.448256362928386))","([], np.float64(60.23297662220096))"
2,"([10, 22, 30, 39], np.float64(23.225680731641074))","([10, 22, 30, 39], np.float64(39.90169023285645))","([], np.float64(64.25144256277997))"
3,"([0, 4, 5, 27], np.float64(21.80577105668271))","([0, 4, 5, 27], np.float64(33.53549606950206))","([], np.float64(54.41061426931742))"
4,"([14, 34, 38, 49], np.float64(22.68983237780689))","([14, 49], np.float64(39.4481222219225))","([14, 34, 38, 49], np.float64(10.317220685418553))"
5,"([2, 11, 15, 36], np.float64(42.03682113873501))","([2, 11, 15, 36], np.float64(18.244431872156564))","([], np.float64(57.95889765609025))"
6,"([5, 17, 41, 44], np.float64(21.053781413896917))","([5, 17, 41, 44], np.float64(17.7468333858614))","([17, 41], np.float64(43.47950900655473))"
7,"([13, 17, 29, 45], np.float64(26.349718088992))","([], np.float64(62.381550075183654))","([13, 17, 29, 45], np.float64(19.792896368816603))"
8,"([10, 19, 37, 48], np.float64(22.529305870666068))","([], np.float64(62.37029816203573))","([37, 48], np.float64(42.02647779714415))"
9,"([11, 36, 38, 44], np.float64(23.690898118904123))","([11, 36, 38, 44], np.float64(17.865814022260405))","([38, 44], np.float64(44.638788633894016))"
10,"([27, 29, 41, 42], np.float64(22.778596481761586))","([27, 29, 41, 42], np.float64(10.737050884605834))","([], np.float64(55.56685673383751))"
11,"([19, 31, 46, 49], np.float64(20.917795937006108))","([19, 31, 46, 49], np.float64(14.587087356905377))","([], np.float64(53.152395312456996))"
12,"([7, 15, 38, 43], np.float64(23.835912152438755))","([7, 15, 38, 43], np.float64(9.416900820866465))","([], np.float64(59.47287632620698))"
13,"([8, 10, 31, 41], np.float64(21.948328829143197))","([8, 10, 31, 41], np.float64(2.201339602933336))","([8, 10, 31, 41], np.float64(14.924969388270942))"
14,"([16, 21, 40, 42], np.float64(22.00532563943301))","([16, 21, 40, 42], np.float64(2.696956691631408))","([], np.float64(59.779099388797604))"
15,"([11, 19, 21, 41], np.float64(21.534197640114122))","([11, 19, 21, 41], np.float64(0.2633755451294619))","([11, 19, 21, 41], np.float64(14.926636629278969))"
16,"([4, 9, 19, 40], np.float64(22.7480129759579))","([], np.float64(54.62107166471693))","([], np.float64(54.62540378492767))"
17,"([8, 18, 26, 27], np.float64(47.76043681652061))","([8, 18, 26, 27], np.float64(21.012160201848207))","([], np.float64(67.61425987330499))"
18,"([6, 31, 39, 48], np.float64(24.25787637978807))","([6, 31, 39, 48], np.float64(9.772774168836))","([], np.float64(62.036446977633226))"
19,"([0, 2, 19, 32], np.float64(0.018885372930457046))","([0, 2, 19, 32], np.float64(5.902491263140053))","([0], np.float64(51.31081454091195))"
20,"([4, 7, 15, 28], np.float64(23.7157859546204))","([4, 7, 15, 28], np.float64(0.06669271303938216))","([], np.float64(59.730329085437496))"
21,"([13, 15, 30, 41], np.float64(20.090154465041824))","([13, 15, 30, 41], np.float64(13.454305317954148))","([15], np.float64(50.47343613338645))"
22,"([4, 6, 11, 46], np.float64(13.955819699269314))","([4, 6, 11, 46], np.float64(2.0986487153823408))","([4, 6, 11, 46], np.float64(14.734689251414508))"
23,"([0, 6, 31, 42], np.float64(21.288032429584476))","([0, 6, 31, 42], np.float64(34.845123725935316))","([], np.float64(55.524052612145844))"
24,"([1, 8, 14, 37], np.float64(22.154415971639988))","([1, 8, 14, 37], np.float64(2.6763257579097064))","([1, 8, 14, 37], np.float64(15.507868676029148))"
25,"([2, 13], np.float64(53.80002604335079))","([2, 13, 20, 26], np.float64(40.55008805133246))","([], np.float64(62.365507376858176))"
26,"([25, 38, 47, 48], np.float64(22.230831245153656))","([25, 38, 47, 48], np.float64(2.178642881025066))","([47], np.float64(56.603606356624105))"
27,"([6, 9, 19, 44], np.float64(23.229511698127077))","([6, 9, 19, 44], np.float64(18.540031737660094))","([44], np.float64(50.924255846271116))"
28,"([19, 35, 38, 44], np.float64(22.953666921123002))","([19, 35], np.float64(40.40901534037608))","([], np.float64(54.83366082354797))"
29,"([8, 14, 38, 41], np.float64(23.480025910552705))","([8, 14, 38, 41], np.float64(16.92538136622397))","([], np.float64(56.706958355648425))"
30,"([20, 21, 34, 35], np.float64(21.659536069686975))","([20, 21, 34, 35], np.float64(19.430611097638927))","([40], np.float64(55.636690248430575))"
31,"([13, 26, 28, 37], np.float64(25.26681147093101))","([13, 26, 28, 37], np.float64(0.1302132356661558))","([], np.float64(65.61322881437403))"
32,"([8, 9, 26, 37], np.float64(22.911989768944377))","([8, 9, 26, 37], np.float64(1.7656417605943246))","([26], np.float64(58.362468278970915))"
33,"([5, 23, 44, 45], np.float64(41.42223868756318))","([5, 23, 44, 45], np.float64(13.772100556753879))","([], np.float64(57.09056686332085))"
34,"([2, 11, 21, 24], np.float64(20.319016651149486))","([], np.float64(51.88438182897368))","([], np.float64(51.88399042214456))"
35,"([7, 30, 47, 49], np.float64(45.93251086501795))","([7, 30, 47, 49], np.float64(13.16336060791207))","([7], np.float64(59.05989492030673))"
36,"([11, 17, 35, 41], np.float64(22.558086370858902))","([11, 41], np.float64(41.57907963676444))","([], np.float64(53.03998934800735))"
