run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.539499312975895))","([2, 3, 13, 15], np.float64(0.3873613810504034))","([2, 3, 13, 15], np.float64(38.644012988476725))"
2,"([10, 22, 30, 39], np.float64(23.125881611369223))","([10, 22, 30, 39], np.float64(0.03069968256772316))","([10, 22, 30, 39], np.float64(0.09040463100295049))"
3,"([0, 4, 5, 27], np.float64(19.931217174369404))","([0, 4, 5, 27], np.float64(0.02587916173921141))","([], np.float64(54.412486816751056))"
4,"([14, 34, 38, 49], np.float64(22.10933670574789))","([14, 34, 38, 49], np.float64(0.05731375368843794))","([14, 34, 38, 49], np.float64(11.686409769724865))"
5,"([2, 11, 15, 36], np.float64(23.569984691430115))","([2, 11, 15, 36], np.float64(0.017557022077410212))","([2, 11, 15, 36], np.float64(23.60072231717896))"
6,"([5, 17, 41, 44], np.float64(38.69774976496539))","([5, 17, 41, 44], np.float64(20.556558057901917))","([], np.float64(58.999842192989206))"
7,"([13, 17, 29, 45], np.float64(26.381590894973847))","([13, 17, 29, 45], np.float64(10.585385097488825))","([13, 17, 29, 45], np.float64(8.062047683072013))"
8,"([10, 19, 37, 48], np.float64(22.898836102798473))","([10, 19, 37, 48], np.float64(0.06595144665130469))","([10, 19, 37, 48], np.float64(2.2419293515907492))"
9,"([11, 36, 38, 44], np.float64(14.967457457501576))","([11, 36, 38, 44], np.float64(11.819687373367458))","([11, 36, 38, 44], np.float64(0.906755564879678))"
10,"([27, 29, 41, 42], np.float64(22.689308987248832))","([27, 29, 41, 42], np.float64(8.368645235049943))","([27, 29], np.float64(48.03100351221445))"
11,"([19, 31, 46, 49], np.float64(12.60466180527443))","([19, 31, 46, 49], np.float64(8.207098411426765))","([19, 31, 46, 49], np.float64(9.626464064400851))"
12,"([7, 15, 38, 43], np.float64(23.91807646884522))","([7, 15, 38, 43], np.float64(15.162066413406302))","([7, 15, 38, 43], np.float64(0.033398016666612476))"
13,"([8, 10, 31, 41], np.float64(21.635859657338994))","([8, 10, 31, 41], np.float64(0.02410748872156779))","([10, 31], np.float64(42.86265081673101))"
14,"([16, 21, 40, 42], np.float64(13.7895122415412))","([16, 21, 40, 42], np.float64(0.023618963609253682))","([], np.float64(59.65706337001649))"
15,"([11, 19, 21, 41], np.float64(21.362983414426672))","([11, 19, 21, 41], np.float64(38.53034049956295))","([11, 19, 21, 41], np.float64(38.36349307060941))"
16,"([4, 9, 19, 40], np.float64(22.654203172210583))","([4, 9, 19, 40], np.float64(35.52945817560515))","([4, 9, 19, 40], np.float64(11.218267804892188))"
17,"([8, 18, 26, 27], np.float64(16.507591287421292))","([8, 18, 26, 27], np.float64(0.04057734792810487))","([8, 18, 26, 27], np.float64(10.666813730080014))"
18,"([6, 31, 39, 48], np.float64(24.08714745253419))","([6, 31, 39, 48], np.float64(0.17375017534227571))","([6, 31, 39, 48], np.float64(12.092716934738018))"
19,"([0, 2, 19, 32], np.float64(21.028695329906522))","([0, 2, 19, 32], np.float64(10.476830704898875))","([0, 2, 19, 32], np.float64(17.077061988986245))"
20,"([4, 7, 15, 28], np.float64(23.90544384594915))","([4, 7, 15, 28], np.float64(0.07180025312121016))","([4, 7, 15, 28], np.float64(39.025800577757124))"
21,"([13, 15, 30, 41], np.float64(20.03677754229869))","([13, 15, 30, 41], np.float64(1.4923626760302464))","([], np.float64(53.11455437763433))"
22,"([4, 6, 11, 46], np.float64(22.360660944175905))","([4, 6, 11, 46], np.float64(35.74155176196994))","([4, 6, 11, 46], np.float64(5.832018437270639))"
23,"([0, 6, 31, 42], np.float64(13.840031708838518))","([0, 6, 31, 42], np.float64(0.08380429382858125))","([], np.float64(55.51258922963132))"
24,"([1, 8, 14, 37], np.float64(22.070628199443984))","([1, 8, 14, 37], np.float64(13.113248916043009))","([1, 8, 14, 37], np.float64(0.041268245083709965))"
25,"([2, 13, 20, 26], np.float64(44.3774707509647))","([2, 13, 20, 26], np.float64(0.022821804052148523))","([2, 13, 20, 26], np.float64(11.087984194817361))"
26,"([25, 38, 47, 48], np.float64(22.135587730623367))","([25, 38, 47, 48], np.float64(39.93189723657747))","([25, 38, 47, 48], np.float64(0.08411350547166828))"
27,"([6, 9, 19, 44], np.float64(14.206415676253153))","([6, 9, 19, 44], np.float64(0.03493159284186388))","([], np.float64(52.54112446848348))"
28,"([19, 35, 38, 44], np.float64(22.86870926005914))","([19, 35, 38, 44], np.float64(18.444916299661774))","([19, 35, 38, 44], np.float64(5.7454877765574635))"
29,"([8, 14, 38, 41], np.float64(0.034551573829611215))","([8, 14, 38, 41], np.float64(0.027377182484162522))","([8, 14, 38, 41], np.float64(36.75386958574911))"
30,"([20, 21, 34, 35], np.float64(20.167175654371196))","([20, 21, 34, 35], np.float64(15.539384068401665))","([], np.float64(54.81403375932468))"
31,"([13, 26, 28, 37], np.float64(24.757886437503622))","([13, 26, 28, 37], np.float64(0.2601704111003537))","([13, 26, 28, 37], np.float64(12.546497268110295))"
32,"([8, 9, 26, 37], np.float64(23.073951454251507))","([8, 9, 26, 37], np.float64(0.04740740942825333))","([8, 9, 26, 37], np.float64(9.059436827045229))"
33,"([5, 23, 44, 45], np.float64(15.412102527107072))","([5, 23, 44, 45], np.float64(9.182252388204585))","([5, 23, 44, 45], np.float64(12.09759370840091))"
34,"([2, 11, 21, 24], np.float64(12.670533510016131))","([2, 11, 21, 24], np.float64(0.12590080182070584))","([2, 11, 21, 24], np.float64(12.679067879633166))"
35,"([7, 30, 47, 49], np.float64(16.45495490349533))","([7, 30, 47, 49], np.float64(13.168509414292519))","([], np.float64(61.31372720034531))"
36,"([11, 17, 35, 41], np.float64(22.386364908571586))","([11, 17, 35, 41], np.float64(0.02576038394743835))","([11, 17, 35, 41], np.float64(1.4178208267510861))"
37,"([4, 15, 24, 44], np.float64(22.336342607132778))","([4, 15, 24, 44], np.float64(0.053805763835436095))","([], np.float64(51.934401159950504))"
38,"([20, 25, 26, 28], np.float64(14.970647794902936))","([20, 25, 26, 28], np.float64(3.39031100969097))","([20, 25, 26, 28], np.float64(0.05383517127366137))"
39,"([5, 21, 25, 43], np.float64(21.368076072920836))","([5, 21, 25, 43], np.float64(0.07167348319049928))","([5, 21, 25, 43], np.float64(23.33063387821224))"
40,"([29, 33, 35, 44], np.float64(23.051667165699705))","([29, 33, 35, 44], np.float64(2.2299880527720886))","([], np.float64(53.98225501363003))"
41,"([3, 6, 11, 14], np.float64(22.02528307145961))","([3, 6, 11, 14], np.float64(0.019134795938080606))","([3, 6, 11, 14], np.float64(0.06303083687789))"
42,"([6, 15, 43, 49], np.float64(21.328525597109337))","([6, 15, 43, 49], np.float64(0.03843849906797777))","([6, 15, 43, 49], np.float64(13.338285123833682))"
43,"([24, 30, 35, 45], np.float64(23.99753985090703))","([24, 30, 35, 45], np.float64(11.75591761817665))","([24, 30, 35, 45], np.float64(2.8595231258423826))"
44,"([16, 22, 38, 46], np.float64(0.016982201928109477))","([16, 22, 38, 46], np.float64(0.5793726032532898))","([16, 22, 38, 46], np.float64(17.483460209623598))"
45,"([8, 19, 26, 45], np.float64(23.29947399362792))","([8, 19, 26, 45], np.float64(23.06867277326483))","([], np.float64(61.33129803329341))"
46,"([0, 10, 15, 16], np.float64(22.448608263519933))","([0, 10, 15, 16], np.float64(37.99966449852013))","([0, 10, 15, 16], np.float64(13.459414121148265))"
47,"([1, 10, 13, 48], np.float64(22.697152122630655))","([1, 10, 13, 48], np.float64(1.4133424525067158))","([], np.float64(59.04288502978216))"
48,"([0, 20, 24, 42], np.float64(0.0736623608020837))","([0, 20, 24, 42], np.float64(11.493254716932869))","([], np.float64(62.276203803007604))"
49,"([0, 21, 26, 30], np.float64(22.917129466554822))","([0, 21, 26, 30], np.float64(0.030579391386276657))","([], np.float64(55.39792164819688))"
