run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.90118900813314))","([2, 3, 13, 15], np.float64(0.033510530562860005))","([2, 3, 13, 15], np.float64(17.131221565074682))"
2,"([10, 22, 30, 39], np.float64(22.475116703384874))","([10, 22, 30, 39], np.float64(18.806462431536843))","([10, 22, 30, 39], np.float64(14.590524272856463))"
3,"([0, 4, 5, 27], np.float64(22.20642561948631))","([0, 4, 5, 27], np.float64(15.31205272705513))","([0, 4, 5, 27], np.float64(10.237161429964598))"
4,"([14, 34, 38, 49], np.float64(22.562057636619283))","([14, 34, 38, 49], np.float64(16.331146448110744))","([14, 34, 38, 49], np.float64(33.24388862404298))"
5,"([2, 11, 15, 36], np.float64(14.539664833898549))","([2, 11, 15, 36], np.float64(7.3446114041831665))","([2, 11, 15, 36], np.float64(23.721626806060513))"
6,"([5, 17, 41, 44], np.float64(20.150851154505744))","([5, 17, 41, 44], np.float64(0.030026391286939395))","([41], np.float64(54.25979003225741))"
7,"([13, 17, 29, 45], np.float64(0.013655132612963854))","([13, 17, 29, 45], np.float64(1.3316005440285663))","([], np.float64(62.30220186705084))"
8,"([10, 19, 37, 48], np.float64(22.2378998735222))","([10, 19, 37, 48], np.float64(38.03923380157336))","([10, 19, 37, 48], np.float64(6.910300589828385))"
9,"([11, 36, 38, 44], np.float64(39.216883849747596))","([11, 36, 38, 44], np.float64(16.399822864654336))","([11, 36, 38, 44], np.float64(16.492806301704025))"
10,"([27, 29, 41, 42], np.float64(30.033519440607648))","([27, 29], np.float64(40.520478419070564))","([], np.float64(55.56352261096216))"
11,"([19, 31, 46, 49], np.float64(20.891855268500795))","([19, 31, 46, 49], np.float64(15.191869033169194))","([19, 31, 46, 49], np.float64(5.545535443867606))"
12,"([7, 15, 38, 43], np.float64(24.071867937715165))","([7, 15, 38, 43], np.float64(14.515917336679278))","([], np.float64(59.442286281324286))"
13,"([8, 10, 31, 41], np.float64(14.189611666199973))","([8, 10, 31, 41], np.float64(15.402923401428247))","([], np.float64(58.261825212163124))"
14,"([16, 21, 40, 42], np.float64(22.78672943112602))","([16, 21, 40, 42], np.float64(0.07360168847190272))","([21, 40], np.float64(42.57633042026483))"
15,"([11, 19, 21, 41], np.float64(38.81105684380625))","([11, 19, 21, 41], np.float64(16.409636987676503))","([11, 21], np.float64(44.24560901751307))"
16,"([4, 9, 19, 40], np.float64(22.721253394933832))","([4, 9, 19, 40], np.float64(0.021265762780193525))","([], np.float64(54.581400998660875))"
17,"([8, 18, 26, 27], np.float64(25.075105713888348))","([8, 18, 26, 27], np.float64(12.905756111459423))","([8, 18, 26, 27], np.float64(13.08144405347381))"
18,"([6, 31, 39, 48], np.float64(24.1807119558493))","([6, 31, 39, 48], np.float64(0.067564098557433))","([48], np.float64(57.5548134773797))"
19,"([0, 2, 19, 32], np.float64(22.497200149911478))","([0, 2, 19, 32], np.float64(16.302364355161767))","([0, 2, 19, 32], np.float64(19.49186549459132))"
20,"([4, 7, 15, 28], np.float64(23.729081127097164))","([4, 7, 15, 28], np.float64(11.500455149727198))","([4, 7, 15, 28], np.float64(4.612675887036863))"
