run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.620020824681202))","([2, 3, 13, 15], np.float64(14.399558215116022))","([2, 3, 13, 15], np.float64(10.949313614859056))"
2,"([10, 22, 30, 39], np.float64(23.16725611931192))","([10, 22, 30, 39], np.float64(0.24035599836032184))","([10, 22, 30, 39], np.float64(0.049522235321612144))"
3,"([0, 4, 5, 27], np.float64(0.04133160015723577))","([0, 4, 5, 27], np.float64(0.4491162662762273))","([0, 4, 5, 27], np.float64(11.577921469335763))"
4,"([14, 34, 38, 49], np.float64(14.555456565131909))","([14, 34, 38, 49], np.float64(7.84247725271827))","([14, 34, 38, 49], np.float64(9.978654613323233))"
5,"([2, 11, 15, 36], np.float64(22.05909971040952))","([2, 11, 15, 36], np.float64(0.038872784639406695))","([], np.float64(57.945109530699284))"
6,"([5, 17, 41, 44], np.float64(13.15791676055454))","([5, 17, 41, 44], np.float64(15.66044596220881))","([], np.float64(58.98448279767842))"
7,"([13, 17, 29, 45], np.float64(26.285677475788948))","([13, 17], np.float64(52.907371140841796))","([13, 17, 29, 45], np.float64(0.09134110613324645))"
8,"([10, 19, 37, 48], np.float64(13.451082429135099))","([10, 19, 37, 48], np.float64(0.028438671526392005))","([10, 19, 37, 48], np.float64(8.76631434467803))"
9,"([11, 36, 38, 44], np.float64(23.31369723413045))","([11, 36, 38, 44], np.float64(0.5365479754600758))","([11, 36, 38, 44], np.float64(23.028861448761386))"
10,"([27, 29, 41, 42], np.float64(22.350068325041132))","([27, 29, 41, 42], np.float64(0.02885582336384779))","([27, 29, 41, 42], np.float64(18.459400678477596))"
11,"([31, 49], np.float64(39.073016773081065))","([19, 31, 46, 49], np.float64(6.544259938763971))","([19, 31, 46, 49], np.float64(10.80018810942207))"
12,"([7, 15, 38, 43], np.float64(0.08953938948930225))","([7, 15, 38, 43], np.float64(4.766301093483006))","([7, 15, 38, 43], np.float64(0.6081571837332322))"
13,"([8, 10, 31, 41], np.float64(21.589467615288484))","([8, 41], np.float64(44.77424147852836))","([8, 10, 31, 41], np.float64(0.06549693968374426))"
14,"([16, 21, 40, 42], np.float64(22.276210791747282))","([16, 21, 40, 42], np.float64(0.022415560453410775))","([21, 40], np.float64(42.2501357496843))"
15,"([11, 19, 21, 41], np.float64(21.239346690098035))","([11, 19, 21, 41], np.float64(13.083097122539876))","([11, 19, 21, 41], np.float64(37.85777518054227))"
16,"([4, 9, 19, 40], np.float64(13.514957434237466))","([4, 9, 19, 40], np.float64(0.017755877404301842))","([4, 9, 19, 40], np.float64(8.967449789303313))"
17,"([8, 18, 26, 27], np.float64(43.10591030551535))","([8, 18, 26, 27], np.float64(0.2591038850903813))","([], np.float64(67.49919232010402))"
18,"([6, 31, 39, 48], np.float64(24.035116067653195))","([6, 31, 39, 48], np.float64(5.5706719037243015))","([6, 31, 39, 48], np.float64(0.05893100667241508))"
19,"([0, 2, 19, 32], np.float64(22.58418225184351))","([0, 2, 19, 32], np.float64(14.030896378933676))","([0, 2, 19, 32], np.float64(0.023675624613788946))"
20,"([4, 7, 15, 28], np.float64(15.235413146524444))","([4, 7, 15, 28], np.float64(0.022019582913632926))","([4, 7, 15, 28], np.float64(0.09494557456771756))"
21,"([13, 15, 30, 41], np.float64(20.071254083546695))","([13, 15, 30, 41], np.float64(1.2877418957082432))","([13, 15, 30, 41], np.float64(11.256721823931148))"
22,"([4, 6, 11, 46], np.float64(22.172188738238614))","([4, 6, 11, 46], np.float64(0.02197130560516176))","([4, 6, 11, 46], np.float64(10.079092549612705))"
23,"([0, 6, 31, 42], np.float64(20.909401176254963))","([0, 6, 31, 42], np.float64(0.028251127397230787))","([0, 6, 31, 42], np.float64(1.5010293400259611))"
