run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(22.042438891852257))","([3], np.float64(58.39182171935079))","([], np.float64(60.14432325257387))"
2,"([10, 22, 30, 39], np.float64(23.400139923811103))","([10, 22, 30, 39], np.float64(39.8697774425781))","([39], np.float64(59.03155951532425))"
3,"([0, 4, 5, 27], np.float64(21.88752072886502))","([0, 4, 5, 27], np.float64(16.28716386591941))","([], np.float64(54.40986410188133))"
4,"([14, 34, 38, 49], np.float64(22.809681097615588))","([14, 34, 38, 49], np.float64(33.38079445481455))","([], np.float64(54.028892415143076))"
5,"([2, 11, 15, 36], np.float64(24.01242283098497))","([], np.float64(57.97606608690644))","([], np.float64(57.97774142108803))"
6,"([5, 17, 41, 44], np.float64(21.16102386007305))","([5, 17, 41, 44], np.float64(15.062240127698692))","([41], np.float64(54.203579549235684))"
7,"([13, 17, 29, 45], np.float64(26.221400514011133))","([13, 17, 29, 45], np.float64(18.96567800242252))","([], np.float64(62.30617931292442))"
8,"([10, 19, 37, 48], np.float64(22.750884178029363))","([10, 19, 37, 48], np.float64(17.35811035466102))","([], np.float64(62.351094456730515))"
9,"([], np.float64(52.548356241599556))","([38, 44], np.float64(45.18625794634719))","([], np.float64(52.50074115562381))"
10,"([27, 29, 41, 42], np.float64(22.860230110278323))","([27, 29, 41, 42], np.float64(36.32810566402185))","([], np.float64(55.56574017885733))"
11,"([19, 31, 46, 49], np.float64(35.781466716762814))","([19, 31, 46, 49], np.float64(32.2387529787853))","([], np.float64(53.13705657359549))"
12,"([7, 15, 38, 43], np.float64(23.54395768437806))","([7, 15, 38, 43], np.float64(40.665852766498645))","([], np.float64(59.466656078663235))"
13,"([8, 10, 31, 41], np.float64(21.826319778456735))","([8, 10, 31, 41], np.float64(15.60376450540443))","([], np.float64(58.28577118857848))"
14,"([16, 21, 40, 42], np.float64(42.39260492421033))","([21, 40], np.float64(42.693380350920535))","([], np.float64(59.68040188425619))"
15,"([11, 19, 21, 41], np.float64(21.99446507614773))","([11, 19, 21, 41], np.float64(14.690704960867523))","([], np.float64(59.330369391553))"
16,"([4, 9, 19, 40], np.float64(23.17546375774515))","([4, 9, 19, 40], np.float64(2.7683611462507987))","([], np.float64(54.72962802907652))"
17,"([8, 18, 26, 27], np.float64(42.91586572894634))","([8, 18, 26, 27], np.float64(12.4144067936792))","([], np.float64(67.56430083880734))"
18,"([6, 31, 39, 48], np.float64(24.68166596506827))","([6, 31], np.float64(50.99543984854045))","([], np.float64(62.03135760171187))"
19,"([0, 2, 19, 32], np.float64(23.603657405389317))","([0, 2, 19, 32], np.float64(17.3477518250033))","([], np.float64(55.661756733875144))"
20,"([4, 7, 15, 28], np.float64(32.23728498918556))","([], np.float64(59.7394299434366))","([], np.float64(59.74805463029049))"
21,"([13, 15, 30, 41], np.float64(20.27207525401385))","([13, 41], np.float64(42.371748107010994))","([], np.float64(53.14762478247215))"
22,"([4, 6, 11, 46], np.float64(36.84513691554689))","([4, 6, 11, 46], np.float64(32.77163613710581))","([], np.float64(54.55582143234728))"
23,"([0, 6, 31, 42], np.float64(21.420417379812957))","([], np.float64(55.51222369062869))","([], np.float64(55.51225245067904))"
