run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.740383706549377))","([2, 3, 13, 15], np.float64(40.78553911063163))","([], np.float64(60.1506360117908))"
2,"([10, 22, 30, 39], np.float64(15.126298485947668))","([10, 22, 30, 39], np.float64(17.055284413350154))","([22, 39], np.float64(57.28568210850808))"
3,"([0, 4, 5, 27], np.float64(21.76627921208615))","([0, 4, 5, 27], np.float64(0.02046216460581331))","([], np.float64(54.409715577007475))"
4,"([14, 34, 38, 49], np.float64(22.495859301710837))","([14, 34, 38, 49], np.float64(0.033518612474133215))","([34, 38], np.float64(46.65810604544241))"
5,"([2, 11, 15, 36], np.float64(15.429828744274548))","([2, 11, 15, 36], np.float64(0.026867708734060167))","([2, 11, 15, 36], np.float64(0.019959034540204784))"
6,"([5, 17, 41, 44], np.float64(20.82520921850424))","([5, 17, 41, 44], np.float64(0.027107366525309207))","([5, 17, 41, 44], np.float64(0.019521186140435347))"
7,"([13, 17, 29, 45], np.float64(16.5437166251619))","([13, 17, 29, 45], np.float64(15.050075766441047))","([13, 17, 29, 45], np.float64(0.08195949729649775))"
8,"([10, 19, 37, 48], np.float64(20.82604836928032))","([10, 19, 37, 48], np.float64(0.23503496570810467))","([10, 19, 37, 48], np.float64(9.514652008690598))"
9,"([11, 36, 38, 44], np.float64(15.409549174064043))","([11, 36, 38, 44], np.float64(0.593581514197426))","([], np.float64(52.43978481632689))"
10,"([27, 29, 41, 42], np.float64(22.68546639146792))","([27, 29, 41, 42], np.float64(13.410266542109886))","([27, 29, 41, 42], np.float64(13.872652087284077))"
11,"([19, 31, 46, 49], np.float64(20.740107105963194))","([19, 31, 46, 49], np.float64(1.0251727930793486))","([19, 31, 46, 49], np.float64(9.946234395430464))"
12,"([7, 15, 38, 43], np.float64(23.97355801583793))","([7, 15, 38, 43], np.float64(1.1925964536049272))","([7, 15, 38, 43], np.float64(14.164221867282809))"
13,"([8, 10, 31, 41], np.float64(21.575275194411045))","([8, 10, 31, 41], np.float64(0.020168724081472328))","([8, 10, 31, 41], np.float64(11.599741622596826))"
14,"([16, 21, 40, 42], np.float64(0.16828911474714223))","([16, 21, 40, 42], np.float64(0.2664183697734874))","([], np.float64(59.65109482816226))"
15,"([11, 19, 21, 41], np.float64(21.32644563265283))","([11, 19, 21, 41], np.float64(8.27494635886006))","([11, 19, 21, 41], np.float64(9.913858520058008))"
16,"([4, 9, 19, 40], np.float64(13.795293595385939))","([4, 9, 19, 40], np.float64(8.12407960728031))","([4, 9, 19, 40], np.float64(12.411718552656566))"
17,"([8, 18, 26, 27], np.float64(25.10391007939165))","([8, 18, 26, 27], np.float64(0.04825385344345162))","([8, 18, 26, 27], np.float64(18.106577761377054))"
18,"([6, 31, 39, 48], np.float64(24.01103383040319))","([6, 31, 39, 48], np.float64(9.565333219429343))","([39, 48], np.float64(44.122463430317495))"
19,"([0, 2, 19, 32], np.float64(21.059406553036162))","([0, 2, 19, 32], np.float64(0.02656427405997616))","([0, 2, 19, 32], np.float64(0.05943414146861219))"
20,"([4, 7, 15, 28], np.float64(23.646420858805353))","([4, 7, 15, 28], np.float64(37.61394296528617))","([4, 7, 15, 28], np.float64(0.10142145191682048))"
21,"([13, 15, 30, 41], np.float64(20.054561604524515))","([13, 15, 30, 41], np.float64(10.071754219897429))","([], np.float64(53.126416254497045))"
22,"([4, 6, 11, 46], np.float64(0.04502214331621281))","([4, 6, 11, 46], np.float64(0.07685851188536219))","([4, 6, 11, 46], np.float64(1.062838786764142))"
23,"([0, 6, 31, 42], np.float64(20.880803834561455))","([0, 6, 31, 42], np.float64(0.08263997820681668))","([0, 6, 31, 42], np.float64(3.696329436622491))"
24,"([1, 8, 14, 37], np.float64(14.058742628206492))","([1, 8, 14, 37], np.float64(0.08928097229522294))","([1, 8, 14, 37], np.float64(5.61846147553944))"
25,"([2, 13, 20, 26], np.float64(23.382403586185195))","([2, 13, 20, 26], np.float64(0.015164133731885448))","([], np.float64(62.35113334932052))"
26,"([25, 38, 47, 48], np.float64(14.493648287483571))","([25, 38, 47, 48], np.float64(0.02393680273303763))","([25, 38, 47, 48], np.float64(2.060965691618693))"
27,"([6, 9, 19, 44], np.float64(22.76220795483131))","([6, 9, 19, 44], np.float64(0.04029744347472143))","([6, 9, 19, 44], np.float64(33.26630323200673))"
28,"([19, 35, 38, 44], np.float64(22.814018745209804))","([19, 35, 38, 44], np.float64(0.028466821963199655))","([19, 35, 38, 44], np.float64(10.782045327322134))"
29,"([8, 14, 38, 41], np.float64(23.441272809901232))","([8, 14, 38, 41], np.float64(18.89833429612861))","([8, 14, 38, 41], np.float64(37.94124881992888))"
30,"([20, 21, 34, 35], np.float64(21.567763766937205))","([20, 21, 34, 35], np.float64(0.022947545763112965))","([20, 21, 34, 35], np.float64(5.47915779311054))"
31,"([13, 26, 28, 37], np.float64(24.73854854864257))","([13, 26, 28, 37], np.float64(0.10321123756697065))","([], np.float64(66.03572669905873))"
32,"([8, 9, 26, 37], np.float64(22.91382168809692))","([8, 9, 26, 37], np.float64(0.02278485916478902))","([8, 9, 26, 37], np.float64(3.2373953232689066))"
33,"([5, 23, 44, 45], np.float64(15.936511019676534))","([5, 23, 44, 45], np.float64(0.023351908785780594))","([5, 23, 44, 45], np.float64(5.278382529122304))"
34,"([2, 11, 21, 24], np.float64(12.73600029155019))","([2, 11, 21, 24], np.float64(5.367007243413865))","([2, 11, 21, 24], np.float64(0.08850896447687592))"
35,"([7, 30, 47, 49], np.float64(24.747307757216234))","([7, 30, 47, 49], np.float64(0.027477176380423324))","([7, 30, 47, 49], np.float64(0.03174101931798885))"
36,"([11, 17, 35, 41], np.float64(21.98629027002483))","([11, 17, 35, 41], np.float64(0.020160874739038208))","([11, 17, 35, 41], np.float64(33.99872234300339))"
37,"([4, 15, 24, 44], np.float64(21.743174411312925))","([4, 15, 24, 44], np.float64(17.366713780873955))","([], np.float64(51.93992666280483))"
38,"([20, 25, 26, 28], np.float64(14.490657721553456))","([20, 25, 26, 28], np.float64(0.026140716681382577))","([20, 25, 26, 28], np.float64(38.964772458656036))"
39,"([5, 43], np.float64(46.38153532754491))","([5, 21, 25, 43], np.float64(38.455110099504715))","([21, 25], np.float64(44.442174666565215))"
40,"([29, 33, 35, 44], np.float64(0.03462153386778059))","([29, 33, 35, 44], np.float64(2.6892254374310918))","([29, 33, 35, 44], np.float64(7.900079158909936))"
41,"([3, 6, 11, 14], np.float64(22.275840913642867))","([3, 6, 11, 14], np.float64(0.0349109184938892))","([3, 6, 11, 14], np.float64(22.560491808618906))"
42,"([6, 15, 43, 49], np.float64(21.485002080315844))","([6, 15, 43, 49], np.float64(0.6573327980426377))","([6, 15, 43, 49], np.float64(9.543926547277165))"
43,"([24, 30, 35, 45], np.float64(21.7089081868827))","([24, 30, 35, 45], np.float64(7.89826178081989))","([24, 30, 35, 45], np.float64(13.538367839654754))"
44,"([16, 22, 38, 46], np.float64(22.250030058963123))","([16, 22, 38, 46], np.float64(0.05010197741936357))","([16, 22, 38, 46], np.float64(0.040180151006373406))"
45,"([8, 19, 26, 45], np.float64(14.723729449974275))","([], np.float64(61.340895706863144))","([8, 19, 26, 45], np.float64(0.036108705546737216))"
46,"([0, 10, 15, 16], np.float64(22.503861165189477))","([0, 10, 15, 16], np.float64(0.026668152490468465))","([0, 10, 15, 16], np.float64(0.033294390556423734))"
47,"([1, 10, 13, 48], np.float64(0.07161377641437236))","([1, 10, 13, 48], np.float64(0.04162142726172104))","([], np.float64(59.01459593172574))"
48,"([0, 20, 24, 42], np.float64(0.09311009871155305))","([0, 20, 24, 42], np.float64(3.3801232488643262))","([0, 20, 24, 42], np.float64(10.391761763744698))"
49,"([0, 21, 26, 30], np.float64(23.07327779630361))","([0, 21, 26, 30], np.float64(0.06571093536036088))","([0, 21, 26, 30], np.float64(18.50024143554485))"
