run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.7740002279334))","([2, 3, 13, 15], np.float64(0.03084566115223524))","([2, 3, 13, 15], np.float64(0.06306156921818071))"
2,"([10, 22, 30, 39], np.float64(14.818434109362359))","([10, 22, 30, 39], np.float64(0.02777849056268118))","([10, 22, 30, 39], np.float64(16.960846990136577))"
3,"([0, 4, 5, 27], np.float64(21.560925844286295))","([0, 4, 5, 27], np.float64(0.04675207629599565))","([0, 4, 5, 27], np.float64(2.174514318901434))"
4,"([14, 34, 38, 49], np.float64(14.554623226384196))","([14, 34, 38, 49], np.float64(4.674659236784386))","([], np.float64(53.95308535849621))"
5,"([2, 11, 15, 36], np.float64(0.07428943572533028))","([2, 11, 15, 36], np.float64(0.18841759630638596))","([2, 11, 15, 36], np.float64(0.08264737320766116))"
6,"([5, 17, 41, 44], np.float64(0.04582256556416316))","([5, 17, 41, 44], np.float64(0.02109156344319269))","([5, 17, 41, 44], np.float64(11.781087734491644))"
7,"([13, 17, 29, 45], np.float64(23.57221063010054))","([13, 17, 29, 45], np.float64(0.06251587579705487))","([13, 17, 29, 45], np.float64(0.04538194239573699))"
8,"([10, 19, 37, 48], np.float64(22.340196080618544))","([10, 19, 37, 48], np.float64(5.595493812419734))","([10, 19, 37, 48], np.float64(39.97944847351308))"
9,"([11, 36, 38, 44], np.float64(38.611198000706864))","([11, 36, 38, 44], np.float64(4.034009090171236))","([11, 36, 38, 44], np.float64(0.0656309587689704))"
10,"([27, 29, 41, 42], np.float64(14.333116996736855))","([27, 29, 41, 42], np.float64(0.025004616334366143))","([27, 29, 41, 42], np.float64(13.454968443450442))"
11,"([19, 31, 46, 49], np.float64(20.73187714422888))","([19, 31, 46, 49], np.float64(0.023653370433025196))","([19, 31, 46, 49], np.float64(6.765449651359732))"
12,"([7, 15, 38, 43], np.float64(23.916055860362444))","([7, 15, 38, 43], np.float64(3.153918785536141))","([7, 15, 38, 43], np.float64(0.029091796439859974))"
13,"([8, 10, 31, 41], np.float64(12.476725748497875))","([8, 10, 31, 41], np.float64(0.03331069139777498))","([8, 10, 31, 41], np.float64(10.970776073822929))"
14,"([16, 21, 40, 42], np.float64(22.301373428611942))","([16, 21, 40, 42], np.float64(0.022630171160862377))","([16, 21, 40, 42], np.float64(6.290533586632729))"
15,"([11, 19, 21, 41], np.float64(21.316726185489728))","([11, 19, 21, 41], np.float64(0.022976595050331193))","([11, 19, 21, 41], np.float64(0.02148199416039127))"
16,"([4, 9, 19, 40], np.float64(0.03405285291211193))","([4, 9, 19, 40], np.float64(0.027651614086827394))","([4, 9, 19, 40], np.float64(0.38680277223638804))"
17,"([8, 18, 26, 27], np.float64(16.386454524099225))","([8, 18, 26, 27], np.float64(4.046435033177879))","([8, 18, 26, 27], np.float64(0.07052937684673145))"
