run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.89109031177406))","([2, 3, 13, 15], np.float64(0.07901308695218762))","([2, 3, 13, 15], np.float64(12.036443119110597))"
2,"([10, 22, 30, 39], np.float64(14.654515505351304))","([10, 22, 30, 39], np.float64(6.714226641838994))","([10, 22, 30, 39], np.float64(15.741649022849918))"
3,"([0, 4, 5, 27], np.float64(20.485746208704978))","([0, 4, 5, 27], np.float64(9.787200597278067))","([0, 4, 5, 27], np.float64(0.29573058413634146))"
4,"([14, 34, 38, 49], np.float64(22.487894025849098))","([14, 34, 38, 49], np.float64(0.03652345835303797))","([], np.float64(53.9716470628604))"
5,"([2, 11, 15, 36], np.float64(14.557200945007823))","([2, 11, 15, 36], np.float64(1.2126064785311588))","([2, 11, 15, 36], np.float64(10.91972540733044))"
6,"([5, 17, 41, 44], np.float64(20.99440002766715))","([5, 17, 41, 44], np.float64(14.271029456952823))","([5, 17, 41, 44], np.float64(0.9949242763508064))"
7,"([13, 17, 29, 45], np.float64(17.1967311192452))","([13, 17, 29, 45], np.float64(11.371300657817624))","([], np.float64(62.284585985129354))"
8,"([10, 19, 37, 48], np.float64(40.49998887937526))","([10, 19, 37, 48], np.float64(0.039256820396840225))","([10, 19, 37, 48], np.float64(19.1533787999774))"
9,"([11, 36, 38, 44], np.float64(0.07234171498940765))","([11, 36, 38, 44], np.float64(0.07600751216661704))","([], np.float64(52.439078562661685))"
10,"([27, 29, 41, 42], np.float64(22.71630355726326))","([27, 29, 41, 42], np.float64(33.42173441547457))","([27, 29, 41, 42], np.float64(0.9522584332007283))"
11,"([19, 31, 46, 49], np.float64(20.652487141950974))","([19, 31, 46, 49], np.float64(31.72650408942947))","([31, 49], np.float64(38.3254015771829))"
12,"([7, 15, 38, 43], np.float64(16.457863310663043))","([7, 15, 38, 43], np.float64(1.4484566370650849))","([7, 15, 38, 43], np.float64(12.427885181201972))"
13,"([8, 10, 31, 41], np.float64(21.797691662888724))","([8, 10, 31, 41], np.float64(0.02611385502916724))","([], np.float64(58.26151158408074))"
14,"([16, 21, 40, 42], np.float64(22.282049219328204))","([16, 21, 40, 42], np.float64(10.900401320780844))","([21, 40], np.float64(42.28409060655536))"
15,"([11, 19, 21, 41], np.float64(13.093686991020782))","([11, 19, 21, 41], np.float64(0.21396706172498955))","([11, 19, 21, 41], np.float64(13.709182151461894))"
16,"([4, 9, 19, 40], np.float64(22.723204583418266))","([4, 9, 19, 40], np.float64(0.019477581329134533))","([], np.float64(54.57491046497432))"
17,"([8, 18, 26, 27], np.float64(24.867811901337713))","([8, 18, 26, 27], np.float64(21.620735459290263))","([8, 18, 26, 27], np.float64(3.875413813414794))"
18,"([6, 31, 39, 48], np.float64(16.96419999368038))","([6, 31, 39, 48], np.float64(0.02828660172541518))","([6, 31, 39, 48], np.float64(11.847360530871825))"
19,"([0, 2, 19, 32], np.float64(22.4548374763973))","([0, 2, 19, 32], np.float64(5.579799831255285))","([0, 2, 19, 32], np.float64(13.747746746019383))"
20,"([4, 7, 15, 28], np.float64(15.007295864632146))","([4, 7, 15, 28], np.float64(13.950581297733917))","([4, 7, 15, 28], np.float64(0.38776633373568425))"
21,"([13, 15, 30, 41], np.float64(12.274006947659215))","([13, 15, 30, 41], np.float64(0.03297692867111563))","([], np.float64(53.14070856629925))"
22,"([4, 6, 11, 46], np.float64(39.90890062797176))","([4, 6, 11, 46], np.float64(0.02025696257624196))","([], np.float64(54.43806133616544))"
23,"([0, 6, 31, 42], np.float64(13.813356425928795))","([0, 6, 31, 42], np.float64(6.622066863756678))","([0, 6, 31, 42], np.float64(11.829500486036418))"
24,"([1, 8, 14, 37], np.float64(21.959229891891308))","([1, 8, 14, 37], np.float64(16.018502480643736))","([1, 8, 14, 37], np.float64(1.2303349006237263))"
25,"([2, 13, 20, 26], np.float64(50.230809545094964))","([2, 13, 20, 26], np.float64(40.50675048863572))","([2, 13, 20, 26], np.float64(11.597458764033126))"
26,"([25, 38, 47, 48], np.float64(14.727633803180073))","([25, 38, 47, 48], np.float64(3.058471736787392))","([25, 38, 47, 48], np.float64(39.9090094262419))"
